timestamp,snr
2026-05-01 12:00:00,0.47
2026-05-01 12:00:00,-0.25
2026-05-01 12:00:00,0.56
2026-05-01 12:00:00,7.41
2026-05-01 12:00:00,3.83
2026-05-01 12:00:00,3.79
2026-05-01 12:00:00,3.46
2026-05-01 12:00:00,-0.11
2026-05-01 12:00:00,5.6
2026-05-01 12:00:00,0.23
2026-05-01 12:00:00,-0.11
2026-05-01 12:00:00,1.24
2026-05-01 12:00:00,1.58
2026-05-01 12:00:00,0.62
2026-05-01 12:00:00,-1.04
2026-05-01 12:00:00,-4.25
2026-05-01 12:00:00,5.49
2026-05-01 12:00:00,-0.76
2026-05-01 12:00:00,1.96
2026-05-01 12:00:00,-0.14
2026-05-01 12:00:00,0.55
2026-05-01 12:00:00,-0.71
2026-05-01 12:00:00,2.74
2026-05-01 12:00:00,0.3
2026-05-01 12:00:00,-0.17
2026-05-01 12:00:00,5.92
2026-05-01 12:00:00,-0.25
2026-05-01 12:00:00,2.55
2026-05-01 12:00:00,-0.86
2026-05-01 12:00:00,-2.5
2026-05-01 12:00:00,1.12
2026-05-01 12:00:00,4.1
2026-05-01 12:00:00,1.39
2026-05-01 12:00:00,-0.78
2026-05-01 12:00:00,3.55
2026-05-01 12:00:00,2.39
