timestamp,snr
2026-05-01 12:00:00,2.04
2026-05-01 12:00:00,1.59
2026-05-01 12:00:00,-0.42
2026-05-01 12:00:00,2.68
2026-05-01 12:00:00,4.48
2026-05-01 12:00:00,2.94
2026-05-01 12:00:00,2.37
2026-05-01 12:00:00,-0.09
2026-05-01 12:00:00,4.19
2026-05-01 12:00:00,0.87
2026-05-01 12:00:00,3.67
2026-05-01 12:00:00,3.38
2026-05-01 12:00:00,4.61
2026-05-01 12:00:00,4.29
2026-05-01 12:00:00,6.22
2026-05-01 12:00:00,3.4
2026-05-01 12:00:00,1.12
2026-05-01 12:00:00,4.66
2026-05-01 12:00:00,4.58
2026-05-01 12:00:00,3.43
2026-05-01 12:00:00,3.3
2026-05-01 12:00:00,0.78
2026-05-01 12:00:00,3.95
2026-05-01 12:00:00,3.92
2026-05-01 12:00:00,1.58
2026-05-01 12:00:00,5.21
2026-05-01 12:00:00,5.34
2026-05-01 12:00:00,0.21
2026-05-01 12:00:00,3.38
2026-05-01 12:00:00,1.93
2026-05-01 12:00:00,0.63
2026-05-01 12:00:00,2.87
2026-05-01 12:00:00,1.35
2026-05-01 12:00:00,0.32
2026-05-01 12:00:00,3.45
2026-05-01 12:00:00,0.46
2026-05-01 12:00:00,2.49
2026-05-01 12:00:00,1.19
