timestamp,snr
2026-05-01 12:00:00,2.55
2026-05-01 12:00:00,1.99
2026-05-01 12:00:00,1.25
2026-05-01 12:00:00,2.64
2026-05-01 12:00:00,1.56
2026-05-01 12:00:00,2.93
2026-05-01 12:00:00,1.33
2026-05-01 12:00:00,3.32
2026-05-01 12:00:00,2.14
2026-05-01 12:00:00,2.89
2026-05-01 12:00:00,3.73
2026-05-01 12:00:00,3.08
2026-05-01 12:00:00,3.28
2026-05-01 12:00:00,4.44
2026-05-01 12:00:00,3.75
2026-05-01 12:00:00,2.92
2026-05-01 12:00:00,2.01
2026-05-01 12:00:00,3.75
2026-05-01 12:00:00,0.85
2026-05-01 12:00:00,2.6
2026-05-01 12:00:00,4.26
2026-05-01 12:00:00,2.9
2026-05-01 12:00:00,4.74
2026-05-01 12:00:00,0.64
2026-05-01 12:00:00,2.78
2026-05-01 12:00:00,0.14
2026-05-01 12:00:00,2.47
2026-05-01 12:00:00,2.52
2026-05-01 12:00:00,2.97
2026-05-01 12:00:00,2.17
2026-05-01 12:00:00,3.42
2026-05-01 12:00:00,2.4
2026-05-01 12:00:00,-0.29
2026-05-01 12:00:00,2.23
