timestamp,snr
2026-05-01 12:00:00,5.77
2026-05-01 12:00:00,5.79
2026-05-01 12:00:00,6.18
2026-05-01 12:00:00,6.57
2026-05-01 12:00:00,4.22
2026-05-01 12:00:00,6.14
2026-05-01 12:00:00,6.63
2026-05-01 12:00:00,5.15
2026-05-01 12:00:00,6.32
2026-05-01 12:00:00,6.81
2026-05-01 12:00:00,6.31
2026-05-01 12:00:00,5.3
2026-05-01 12:00:00,6.26
2026-05-01 12:00:00,4.17
2026-05-01 12:00:00,5.54
2026-05-01 12:00:00,3.32
2026-05-01 12:00:00,4.21
2026-05-01 12:00:00,6.35
2026-05-01 12:00:00,6.8
2026-05-01 12:00:00,5.69
2026-05-01 12:00:00,6.06
2026-05-01 12:00:00,6.77
2026-05-01 12:00:00,8.0
2026-05-01 12:00:00,6.3
2026-05-01 12:00:00,5.23
2026-05-01 12:00:00,5.99
2026-05-01 12:00:00,5.01
2026-05-01 12:00:00,5.31
