timestamp,snr
2026-05-01 12:00:00,7.6
2026-05-01 12:00:00,7.54
2026-05-01 12:00:00,6.6
2026-05-01 12:00:00,7.64
2026-05-01 12:00:00,7.27
2026-05-01 12:00:00,6.4
2026-05-01 12:00:00,7.86
2026-05-01 12:00:00,7.45
2026-05-01 12:00:00,7.54
2026-05-01 12:00:00,9.32
2026-05-01 12:00:00,9.92
2026-05-01 12:00:00,9.54
2026-05-01 12:00:00,8.06
2026-05-01 12:00:00,9.78
2026-05-01 12:00:00,5.63
2026-05-01 12:00:00,6.44
2026-05-01 12:00:00,6.55
2026-05-01 12:00:00,7.81
2026-05-01 12:00:00,8.23
2026-05-01 12:00:00,10.11
2026-05-01 12:00:00,8.13
2026-05-01 12:00:00,9.42
2026-05-01 12:00:00,8.36
2026-05-01 12:00:00,7.92
2026-05-01 12:00:00,7.0
2026-05-01 12:00:00,10.52
2026-05-01 12:00:00,9.55
2026-05-01 12:00:00,7.68
2026-05-01 12:00:00,8.93
2026-05-01 12:00:00,8.16
2026-05-01 12:00:00,7.25
2026-05-01 12:00:00,6.86
2026-05-01 12:00:00,7.73
