timestamp,snr
2026-05-01 12:00:00,2.34
2026-05-01 12:00:00,4.14
2026-05-01 12:00:00,1.88
2026-05-01 12:00:00,2.54
2026-05-01 12:00:00,6.44
2026-05-01 12:00:00,2.92
2026-05-01 12:00:00,4.16
2026-05-01 12:00:00,5.96
2026-05-01 12:00:00,4.47
2026-05-01 12:00:00,5.63
2026-05-01 12:00:00,3.82
2026-05-01 12:00:00,0.98
2026-05-01 12:00:00,7.07
2026-05-01 12:00:00,9.21
2026-05-01 12:00:00,3.76
2026-05-01 12:00:00,2.76
2026-05-01 12:00:00,4.99
2026-05-01 12:00:00,6.45
2026-05-01 12:00:00,8.18
2026-05-01 12:00:00,2.89
2026-05-01 12:00:00,2.25
2026-05-01 12:00:00,6.44
2026-05-01 12:00:00,4.32
2026-05-01 12:00:00,9.15
2026-05-01 12:00:00,7.78
2026-05-01 12:00:00,-0.99
2026-05-01 12:00:00,6.37
2026-05-01 12:00:00,3.62
2026-05-01 12:00:00,5.5
2026-05-01 12:00:00,4.08
2026-05-01 12:00:00,6.78
2026-05-01 12:00:00,5.95
