timestamp,snr
2026-05-01 12:00:00,8.56
2026-05-01 12:00:00,9.38
2026-05-01 12:00:00,9.2
2026-05-01 12:00:00,8.85
2026-05-01 12:00:00,9.24
2026-05-01 12:00:00,9.63
2026-05-01 12:00:00,9.25
2026-05-01 12:00:00,8.95
2026-05-01 12:00:00,8.7
2026-05-01 12:00:00,9.39
2026-05-01 12:00:00,9.09
2026-05-01 12:00:00,8.23
2026-05-01 12:00:00,9.92
2026-05-01 12:00:00,9.13
2026-05-01 12:00:00,9.23
2026-05-01 12:00:00,8.37
2026-05-01 12:00:00,9.76
2026-05-01 12:00:00,6.8
2026-05-01 12:00:00,8.81
2026-05-01 12:00:00,9.97
2026-05-01 12:00:00,8.52
2026-05-01 12:00:00,6.7
2026-05-01 12:00:00,10.37
2026-05-01 12:00:00,8.8
2026-05-01 12:00:00,9.31
2026-05-01 12:00:00,7.62
2026-05-01 12:00:00,9.34
2026-05-01 12:00:00,8.82
