timestamp,snr
2026-05-01 12:00:00,-2.62
2026-05-01 12:00:00,-2.41
2026-05-01 12:00:00,-3.58
2026-05-01 12:00:00,-2.45
2026-05-01 12:00:00,1.61
2026-05-01 12:00:00,-2.25
2026-05-01 12:00:00,2.39
2026-05-01 12:00:00,-3.5
2026-05-01 12:00:00,-2.01
2026-05-01 12:00:00,-6.02
2026-05-01 12:00:00,-3.4
2026-05-01 12:00:00,-4.28
2026-05-01 12:00:00,-3.06
2026-05-01 12:00:00,-3.44
2026-05-01 12:00:00,-2.73
2026-05-01 12:00:00,-1.59
2026-05-01 12:00:00,-2.13
2026-05-01 12:00:00,-3.17
2026-05-01 12:00:00,-1.96
2026-05-01 12:00:00,-6.36
2026-05-01 12:00:00,-2.7
2026-05-01 12:00:00,1.66
2026-05-01 12:00:00,-0.49
2026-05-01 12:00:00,-3.03
2026-05-01 12:00:00,-1.61
2026-05-01 12:00:00,-2.11
2026-05-01 12:00:00,0.29
2026-05-01 12:00:00,-1.37
2026-05-01 12:00:00,1.54
2026-05-01 12:00:00,-4.56
