timestamp,snr
2026-05-01 12:00:00,5.64
2026-05-01 12:00:00,5.4
2026-05-01 12:00:00,4.62
2026-05-01 12:00:00,5.14
2026-05-01 12:00:00,5.69
2026-05-01 12:00:00,5.29
2026-05-01 12:00:00,4.34
2026-05-01 12:00:00,5.18
2026-05-01 12:00:00,4.69
2026-05-01 12:00:00,4.98
2026-05-01 12:00:00,6.62
2026-05-01 12:00:00,4.32
2026-05-01 12:00:00,5.08
2026-05-01 12:00:00,4.58
2026-05-01 12:00:00,5.02
2026-05-01 12:00:00,4.35
2026-05-01 12:00:00,4.51
2026-05-01 12:00:00,4.37
2026-05-01 12:00:00,5.97
2026-05-01 12:00:00,6.19
2026-05-01 12:00:00,4.34
2026-05-01 12:00:00,2.69
2026-05-01 12:00:00,5.21
2026-05-01 12:00:00,3.23
2026-05-01 12:00:00,2.68
2026-05-01 12:00:00,7.68
2026-05-01 12:00:00,5.29
2026-05-01 12:00:00,5.14
2026-05-01 12:00:00,4.97
2026-05-01 12:00:00,4.62
2026-05-01 12:00:00,6.49
2026-05-01 12:00:00,4.91
2026-05-01 12:00:00,4.01
2026-05-01 12:00:00,6.26
2026-05-01 12:00:00,6.79
