timestamp,snr
2026-05-01 12:00:00,1.0
2026-05-01 12:00:00,-2.03
2026-05-01 12:00:00,2.29
2026-05-01 12:00:00,0.46
2026-05-01 12:00:00,1.72
2026-05-01 12:00:00,0.44
2026-05-01 12:00:00,0.55
2026-05-01 12:00:00,0.34
2026-05-01 12:00:00,0.06
2026-05-01 12:00:00,2.01
2026-05-01 12:00:00,1.56
2026-05-01 12:00:00,4.64
2026-05-01 12:00:00,2.69
2026-05-01 12:00:00,1.77
2026-05-01 12:00:00,0.93
2026-05-01 12:00:00,-1.44
2026-05-01 12:00:00,0.1
2026-05-01 12:00:00,5.31
2026-05-01 12:00:00,1.58
2026-05-01 12:00:00,0.76
2026-05-01 12:00:00,-1.6
2026-05-01 12:00:00,0.98
2026-05-01 12:00:00,3.33
2026-05-01 12:00:00,3.01
2026-05-01 12:00:00,2.88
2026-05-01 12:00:00,-0.29
2026-05-01 12:00:00,-0.18
2026-05-01 12:00:00,1.39
2026-05-01 12:00:00,-1.18
2026-05-01 12:00:00,-0.52
2026-05-01 12:00:00,1.78
2026-05-01 12:00:00,-1.45
2026-05-01 12:00:00,0.87
2026-05-01 12:00:00,2.16
2026-05-01 12:00:00,-1.45
2026-05-01 12:00:00,-0.94
2026-05-01 12:00:00,2.17
