timestamp,snr
2026-05-01 12:00:00,10.46
2026-05-01 12:00:00,11.0
2026-05-01 12:00:00,11.05
2026-05-01 12:00:00,11.68
2026-05-01 12:00:00,10.77
2026-05-01 12:00:00,11.56
2026-05-01 12:00:00,11.13
2026-05-01 12:00:00,10.31
2026-05-01 12:00:00,11.62
2026-05-01 12:00:00,10.8
2026-05-01 12:00:00,9.33
2026-05-01 12:00:00,9.86
2026-05-01 12:00:00,10.83
2026-05-01 12:00:00,10.81
2026-05-01 12:00:00,11.44
2026-05-01 12:00:00,10.76
2026-05-01 12:00:00,11.01
2026-05-01 12:00:00,10.68
2026-05-01 12:00:00,10.42
2026-05-01 12:00:00,11.37
2026-05-01 12:00:00,9.31
2026-05-01 12:00:00,10.27
2026-05-01 12:00:00,11.33
2026-05-01 12:00:00,10.75
2026-05-01 12:00:00,12.07
2026-05-01 12:00:00,10.74
2026-05-01 12:00:00,10.96
2026-05-01 12:00:00,9.4
2026-05-01 12:00:00,9.44
2026-05-01 12:00:00,11.74
2026-05-01 12:00:00,11.91
2026-05-01 12:00:00,12.35
